Case,BL_Speed,RD_Speed,rad,BL_Hdg,RD_Hdg,BL_Alt,RD_Alt,maxRange,minErrorTry
190,595,651,7,0,161,1576,1390,0.0,45.0
191,443,454,2,0,-124,5548,5799,0.0,45.0
192,530,826,5,0,147,5585,6959,0.0,45.0
193,641,344,-7,0,-108,10338,8825,0.0,45.0
194,384,433,-5,0,-82,6742,4754,0.0,45.0
195,377,694,3,0,-143,5749,6961,0.0,45.0
196,773,392,-4,0,-105,13605,16982,0.0,45.0
197,645,744,0,0,31,10359,8199,0.0,45.0
198,660,575,-3,0,158,10123,12177,0.0,45.0
199,268,516,0,0,-84,5759,5986,0.0,45.0
200,701,358,7,0,13,3508,5394,0.0,45.0
201,590,550,-7,0,133,11840,10851,0.0,45.0
202,509,801,-1,0,100,3984,4586,0.0,45.0
203,762,775,-6,0,113,11840,11177,0.0,45.0
204,778,451,8,0,-167,10426,13542,0.0,45.0
205,452,335,-6,0,-55,7981,10417,0.0,45.0
206,677,591,0,0,-134,14447,15119,0.0,45.0
207,522,724,-7,0,51,12108,10932,0.0,45.0
208,494,832,7,0,99,9338,7572,0.0,45.0
209,823,520,-5,0,-9,10007,8914,0.0,45.0
210,375,253,-1,0,170,14848,15540,0.0,45.0
211,496,837,1,0,-96,3192,5801,0.0,45.0
212,811,328,4,0,-164,6761,5950,0.0,45.0
213,391,565,2,0,134,9849,12808,0.0,45.0
214,266,412,-4,0,30,7820,5804,0.0,45.0
215,396,790,2,0,-120,9482,10519,0.0,45.0
216,427,594,6,0,-113,4471,4184,0.0,45.0
217,831,590,-9,0,148,12996,11020,0.0,45.0
218,398,662,5,0,127,1831,3394,0.0,45.0
219,603,671,9,0,172,9405,10452,0.0,45.0
220,538,747,4,0,173,6853,8121,0.0,45.0
221,370,829,-7,0,89,5564,7578,0.0,45.0
222,783,692,3,0,-168,5406,3567,0.0,45.0
223,553,693,2,0,125,5426,5636,0.0,45.0
224,321,500,-7,0,48,4122,5953,0.0,45.0
225,656,303,5,0,175,1878,3902,0.0,45.0
226,494,808,-1,0,156,6632,6278,0.0,45.0
227,320,627,7,0,35,9391,8449,0.0,45.0
228,477,681,8,0,-118,14953,13254,0.0,45.0
229,350,782,-6,0,-117,14605,16722,0.0,45.0
230,839,714,-10,0,-29,4148,4313,0.0,45.0
231,274,582,-5,0,-148,7373,8773,0.0,45.0
232,793,656,-6,0,2,11494,14004,0.0,45.0
233,486,296,-1,0,-165,7604,7888,0.0,45.0
234,565,582,5,0,-107,12876,14461,0.0,45.0
235,461,457,-1,0,174,14845,13042,0.0,45.0
236,823,456,7,0,143,4022,3304,0.0,45.0
237,301,358,-1,0,-20,14902,14859,0.0,45.0
238,680,388,0,0,176,12913,14273,0.0,45.0
239,675,330,-5,0,-66,14267,14497,0.0,45.0
240,373,451,-2,0,-88,11950,11592,0.0,45.0
241,763,552,-2,0,10,13320,16457,0.0,45.0
242,786,368,8,0,84,3903,4082,0.0,45.0
243,434,481,-2,0,-113,10636,13820,0.0,45.0
244,342,723,-8,0,45,15178,17219,0.0,45.0
245,325,793,-9,0,-177,9977,12496,0.0,45.0
246,541,800,-2,0,36,13311,15682,0.0,45.0
247,339,418,-1,0,-83,4180,3363,0.0,45.0
248,535,811,-10,0,-85,13101,12050,0.0,45.0
249,284,722,8,0,16,195,2004,0.0,45.0
250,311,434,-8,0,104,12878,15875,0.0,45.0
251,618,578,5,0,-164,8618,8719,0.0,45.0
252,767,783,7,0,-91,9882,8949,0.0,45.0
253,364,696,-3,0,162,7368,9569,0.0,45.0
254,512,491,-2,0,70,9067,8593,0.0,45.0
255,844,760,-2,0,-162,3469,6072,0.0,45.0
256,303,836,4,0,-88,5477,4434,0.0,45.0
257,268,758,3,0,77,7388,11025,0.0,45.0
258,519,281,-8,0,-122,15017,14190,0.0,45.0
259,832,806,8,0,-59,10362,9273,0.0,45.0
260,305,568,3,0,-159,11549,11838,0.0,45.0
261,788,521,8,0,75,1601,4640,0.0,45.0
262,772,425,2,0,-50,4217,3240,0.0,45.0
263,758,715,-9,0,-19,6879,8417,0.0,45.0
264,623,471,-9,0,-115,8172,10807,0.0,45.0
265,387,398,4,0,87,12357,10392,0.0,45.0
266,253,496,3,0,89,2471,933,0.0,45.0
267,652,819,-1,0,61,7106,5446,0.0,45.0
268,285,485,-1,0,-51,2099,4334,0.0,45.0
269,497,678,4,0,-136,3875,4570,0.0,45.0
270,662,849,-9,0,-5,9448,12852,0.0,45.0
271,431,723,2,0,-71,6396,7212,0.0,45.0
272,300,470,3,0,-3,4190,3408,0.0,45.0
273,812,417,5,0,-76,6709,6179,0.0,45.0
274,728,565,5,0,48,8183,11030,0.0,45.0
275,435,748,-4,0,96,6426,7573,0.0,45.0
276,324,298,-2,0,5,4649,7449,0.0,45.0
277,269,781,-5,0,-46,8542,9475,0.0,45.0
278,830,472,-2,0,-128,6068,4250,0.0,45.0
279,407,618,-6,0,-57,12005,10695,0.0,45.0
280,270,579,2,0,50,1514,2352,0.0,45.0
281,583,512,6,0,162,1051,1240,0.0,45.0
282,653,494,5,0,-160,3227,2176,0.0,45.0
283,776,380,-9,0,-74,5268,6346,0.0,45.0
284,684,740,7,0,175,2380,4328,0.0,45.0
285,811,516,0,0,51,11066,11868,0.0,45.0
286,400,459,-2,0,93,11829,13224,0.0,45.0
287,665,389,2,0,84,14340,14967,0.0,45.0
288,481,355,-1,0,9,5803,8524,0.0,45.0
289,470,393,-9,0,-168,12392,15270,0.0,45.0
290,744,829,-10,0,-28,10972,14178,0.0,45.0
291,318,471,7,0,172,5941,9115,0.0,45.0
292,375,633,-3,0,143,4405,2855,0.0,45.0
293,687,372,2,0,72,1136,2863,0.0,45.0
294,642,586,-1,0,74,11675,11681,0.0,45.0
295,476,412,2,0,-77,7938,7017,0.0,45.0
296,609,495,6,0,-133,12321,12835,0.0,45.0
297,682,404,5,0,118,4362,7821,0.0,45.0
298,816,565,-10,0,20,2123,2821,0.0,45.0
299,314,664,-2,0,-153,6331,8104,0.0,45.0
300,849,557,5,0,-14,14669,14458,0.0,45.0
301,324,274,-9,0,-3,5452,6223,0.0,45.0
302,829,554,-2,0,162,14685,13922,0.0,45.0
303,730,643,9,0,-6,14859,15543,0.0,45.0
304,281,839,-4,0,-142,10430,8534,0.0,45.0
305,805,670,9,0,32,1194,1170,0.0,45.0
306,319,725,4,0,15,15055,15922,0.0,45.0
307,289,389,6,0,-41,5208,6977,0.0,45.0
308,619,734,-10,0,-104,10071,9361,0.0,45.0
309,526,483,-2,0,168,3757,3392,0.0,45.0
310,810,755,7,0,-140,10381,12688,0.0,45.0
311,591,520,1,0,-127,14673,12545,0.0,45.0
312,570,462,2,0,171,2714,2002,0.0,45.0
313,414,413,0,0,138,11444,13177,0.0,45.0
314,827,550,1,0,32,4833,5552,0.0,45.0
315,796,760,-3,0,150,4236,4917,0.0,45.0
316,582,432,6,0,-116,14528,12760,0.0,45.0
317,320,354,-1,0,-123,14061,15474,0.0,45.0
318,774,742,-9,0,-97,10335,11429,0.0,45.0
319,743,304,1,0,-51,6662,8533,0.0,45.0
320,651,509,-2,0,8,11878,15185,0.0,45.0
321,584,437,0,0,-76,13958,16290,0.0,45.0
322,382,831,3,0,148,11734,10476,0.0,45.0
323,525,414,-6,0,-78,6327,9129,0.0,45.0
324,548,486,-5,0,-173,7882,10392,0.0,45.0
325,386,524,-2,0,34,4280,7166,0.0,45.0
326,656,645,-6,0,-156,2729,6286,0.0,45.0
327,371,293,-4,0,-34,5992,8117,0.0,45.0
328,373,664,0,0,-167,13796,15954,0.0,45.0
329,744,425,1,0,-146,5217,6525,0.0,45.0
330,540,479,2,0,136,6839,5716,0.0,45.0
331,840,648,-4,0,99,4783,3700,0.0,45.0
332,702,429,-7,0,104,14843,14616,0.0,45.0
333,749,693,-7,0,-103,5454,3325,0.0,45.0
334,526,829,8,0,-107,4637,7473,0.0,45.0
335,659,530,0,0,-64,1479,3143,0.0,45.0
336,455,624,7,0,-48,9309,7442,0.0,45.0
337,405,315,-10,0,-22,11133,9489,0.0,45.0
338,254,436,0,0,67,2441,1811,0.0,45.0
339,668,745,-9,0,32,5909,8208,0.0,45.0
340,655,820,-9,0,-70,9172,11938,0.0,45.0
341,508,533,-4,0,-32,14317,14075,0.0,45.0
342,703,834,-9,0,-90,14197,12130,0.0,45.0
343,422,801,-7,0,165,1375,1309,0.0,45.0
344,617,274,7,0,-22,1183,3109,0.0,45.0
345,727,260,-4,0,-148,6124,3928,0.0,45.0
346,789,521,-3,0,73,6693,6929,0.0,45.0
347,794,353,5,0,25,13913,17404,0.0,45.0
348,668,506,9,0,-168,307,2746,0.0,45.0
349,394,482,0,0,18,12019,12758,0.0,45.0
350,768,533,1,0,140,10605,12003,0.0,45.0
351,612,569,-2,0,-146,14981,18047,0.0,45.0
352,579,346,-2,0,-9,3651,2840,0.0,45.0
353,466,298,-6,0,99,5140,8426,0.0,45.0
354,460,431,1,0,-126,2701,1585,0.0,45.0
355,659,764,-9,0,26,1704,2051,0.0,45.0
356,800,459,-10,0,-91,5409,3667,0.0,45.0
357,360,842,0,0,40,7907,7420,0.0,45.0
358,761,668,-5,0,-41,1298,4559,0.0,45.0
359,649,579,-5,0,2,8755,6551,0.0,45.0
360,401,637,-9,0,-72,10251,13013,0.0,45.0
361,602,700,3,0,78,9453,8102,0.0,45.0
362,374,714,3,0,160,7807,8956,0.0,45.0
363,643,763,-3,0,12,9993,12140,0.0,45.0
364,836,293,6,0,-164,8806,11659,0.0,45.0
365,712,707,-1,0,123,908,3492,0.0,45.0
366,305,582,-6,0,94,7830,8232,0.0,45.0
367,512,570,-4,0,60,9190,10197,0.0,45.0
368,303,379,5,0,-124,3987,3232,0.0,45.0
369,395,367,-7,0,81,4277,4133,0.0,45.0
370,316,439,-9,0,-5,4259,6213,0.0,45.0
371,607,714,-4,0,94,387,1597,0.0,45.0
372,450,750,-2,0,149,4060,2376,0.0,45.0
373,359,818,4,0,71,14517,14211,0.0,45.0
374,323,758,-9,0,101,14990,13242,0.0,45.0
375,405,624,-5,0,-129,5620,3635,0.0,45.0
376,604,474,-1,0,-120,6968,6170,0.0,45.0
377,647,281,9,0,58,14926,16647,0.0,45.0
378,323,340,-4,0,92,10460,10765,0.0,45.0
379,451,823,3,0,13,403,898,0.0,45.0
380,572,535,9,0,-74,11536,10966,0.0,45.0
381,435,381,-5,0,175,9663,11198,0.0,45.0
382,292,382,-2,0,-121,4388,4920,0.0,45.0
383,616,564,-4,0,-176,1282,4662,0.0,45.0
384,460,618,-1,0,29,3431,2343,0.0,45.0
385,323,522,3,0,11,13589,16322,0.0,45.0
386,668,535,4,0,-112,8450,7176,0.0,45.0
387,347,604,6,0,33,4003,5752,0.0,45.0
388,843,370,-1,0,-117,14449,14509,0.0,45.0
389,330,715,-3,0,64,6502,5843,0.0,45.0
390,673,475,4,0,147,1203,1923,0.0,45.0
391,679,591,-1,0,119,7375,10483,0.0,45.0
392,524,549,-10,0,164,10156,9874,0.0,45.0
393,265,671,1,0,-113,9872,9647,0.0,45.0
394,647,680,-2,0,-6,1824,4377,0.0,45.0
395,356,809,-7,0,52,14840,14268,0.0,45.0
396,340,622,-10,0,11,647,4284,0.0,45.0
397,602,273,-6,0,60,1340,2017,0.0,45.0
398,424,725,6,0,-19,8010,11219,0.0,45.0
399,312,477,-10,0,22,7252,6849,0.0,45.0
400,804,362,-9,0,-146,7725,10814,0.0,45.0
401,660,473,6,0,119,3583,5371,0.0,45.0
402,253,420,9,0,-51,11020,12615,0.0,45.0
403,372,693,4,0,-101,410,1162,0.0,45.0
404,624,274,-7,0,-1,6917,9020,0.0,45.0
405,824,796,-7,0,-132,5092,6961,0.0,45.0
406,827,377,-8,0,110,4049,2825,0.0,45.0
407,340,771,6,0,-23,4968,5571,0.0,45.0
408,501,502,8,0,31,7792,5950,0.0,45.0
409,472,712,-5,0,105,1864,3341,0.0,45.0
410,390,356,6,0,-101,2510,4847,0.0,45.0
411,787,427,3,0,136,10182,13735,0.0,45.0
412,371,673,-10,0,-63,2670,1281,0.0,45.0
413,635,410,-1,0,91,10287,8234,0.0,45.0
414,664,362,5,0,-27,15095,17258,0.0,45.0
415,297,649,3,0,-27,1435,907,0.0,45.0
416,517,799,-7,0,156,15206,16354,0.0,45.0
417,586,750,-4,0,154,14679,16981,0.0,45.0
418,391,831,6,0,-131,6614,9453,0.0,45.0
419,556,523,9,0,-48,3757,4484,0.0,45.0
420,336,689,5,0,16,6025,9053,0.0,45.0
421,690,591,4,0,-121,964,1226,0.0,45.0
422,793,313,-5,0,90,6413,8612,0.0,45.0
423,580,659,-3,0,165,1777,5332,0.0,45.0
424,630,283,0,0,4,8082,7682,0.0,45.0
425,782,789,5,0,-176,6270,7314,0.0,45.0
426,357,257,8,0,2,4187,4896,0.0,45.0
427,627,558,-4,0,131,12647,15189,0.0,45.0
428,307,572,-5,0,74,2083,4025,0.0,45.0
429,602,304,-8,0,-71,4280,6822,0.0,45.0
430,526,685,1,0,25,1623,1678,0.0,45.0
431,835,349,-8,0,23,3843,3607,0.0,45.0
432,586,283,0,0,-104,13576,12567,0.0,45.0
433,542,539,-9,0,71,937,1888,0.0,45.0
434,335,815,-6,0,-6,10616,14209,0.0,45.0
435,272,466,8,0,99,243,1882,0.0,45.0
436,678,593,-8,0,-92,12954,11351,0.0,45.0
437,701,393,2,0,49,11247,12539,0.0,45.0
438,370,705,0,0,-144,13839,12502,0.0,45.0
439,614,811,-7,0,179,2091,3058,0.0,45.0
440,567,823,-7,0,-72,1741,2853,0.0,45.0
441,581,799,-6,0,-117,2692,2650,0.0,45.0
442,733,667,-9,0,41,6337,5691,0.0,45.0
443,756,755,3,0,173,13237,14129,0.0,45.0
444,773,743,-7,0,101,12314,11392,0.0,45.0
445,849,581,-4,0,-173,5825,4881,0.0,45.0
446,608,636,8,0,86,11354,12251,0.0,45.0
447,713,838,8,0,56,6021,8517,0.0,45.0
448,401,742,2,0,-13,1633,5060,0.0,45.0
449,751,489,-2,0,-1,12119,13198,0.0,45.0
450,838,296,-2,0,-148,13303,13104,0.0,45.0
451,636,499,-4,0,41,15029,17802,0.0,45.0
452,316,822,-5,0,31,15055,17119,0.0,45.0
453,716,646,5,0,-120,3941,3180,0.0,45.0
454,354,563,6,0,-104,726,4161,0.0,45.0
455,610,831,-5,0,102,8183,8625,0.0,45.0
456,751,405,4,0,2,13353,13543,0.0,45.0
457,350,502,-6,0,-69,3416,5512,0.0,45.0
458,602,373,-5,0,-83,9694,8787,0.0,45.0
459,627,582,1,0,-125,13055,16655,0.0,45.0
460,547,521,-7,0,-53,6017,3897,0.0,45.0
461,426,800,-2,0,161,4953,5013,0.0,45.0
462,508,824,-6,0,-46,8096,6430,0.0,45.0
463,529,279,-1,0,-38,8494,7454,0.0,45.0
464,649,413,7,0,-113,10136,8581,0.0,45.0
465,806,416,7,0,157,11665,14206,0.0,45.0
466,516,563,-9,0,38,12930,13615,0.0,45.0
467,805,489,5,0,51,11394,12142,0.0,45.0
468,603,471,6,0,-42,9425,9996,0.0,45.0
469,487,327,7,0,-124,9570,12667,0.0,45.0
470,323,559,-10,0,-128,9416,8110,0.0,45.0
471,449,626,-1,0,1,14440,13307,0.0,45.0
472,312,319,-6,0,-165,6923,9314,0.0,45.0
473,396,783,7,0,-141,7308,9339,0.0,45.0
474,439,338,6,0,175,5955,8686,0.0,45.0
475,760,452,-7,0,33,2437,4131,0.0,45.0
476,447,330,5,0,-165,9287,11600,0.0,45.0
477,341,388,-1,0,-49,5650,5161,0.0,45.0
478,529,404,7,0,-101,14219,15436,0.0,45.0
479,270,751,8,0,171,9514,12247,0.0,45.0
480,573,423,-8,0,85,2726,700,0.0,45.0
481,361,364,-1,0,-26,546,1653,0.0,45.0
482,282,402,-5,0,172,10059,12030,0.0,45.0
483,843,335,-10,0,10,1264,748,0.0,45.0
484,654,487,3,0,-1,5649,5159,0.0,45.0
485,605,651,-10,0,-57,4448,2553,0.0,45.0
486,849,628,6,0,-9,8690,11932,0.0,45.0
487,610,715,-3,0,32,3030,2389,0.0,45.0
488,403,466,-2,0,51,7999,7522,0.0,45.0
489,590,439,-3,0,167,10872,13585,0.0,45.0
490,516,785,8,0,-50,9546,7443,0.0,45.0
491,438,568,-3,0,-147,5091,6980,0.0,45.0
492,587,459,-9,0,-54,9000,7472,0.0,45.0
493,330,765,-3,0,46,3721,1802,0.0,45.0
494,674,820,-6,0,9,11125,11759,0.0,45.0
495,321,324,2,0,-111,7018,10224,0.0,45.0
496,488,596,-4,0,14,15007,15072,0.0,45.0
497,825,319,5,0,-173,1004,2805,0.0,45.0
498,283,639,-8,0,37,15135,14147,0.0,45.0
499,396,319,-4,0,-99,14539,16290,0.0,45.0
